0,Is_Fraud
113085,0.05028125
162943,0.05028125
105641,0.05028125
133411,0.05028125
146859,0.05028125
14977,0.05028125
14757,0.05028125
74000,0.05028125
31458,0.05028125
102573,0.05028125
116598,0.05028125
20376,0.05028125
73830,0.05028125
45953,0.05028125
92121,0.05028125
48946,0.05028125
71599,0.05028125
75541,0.05028125
83453,0.05028125
66908,0.05028125
42446,0.05028125
21163,0.05028125
138272,0.05028125
88634,0.05028125
95716,0.05028125
163394,0.05028125
67302,0.05028125
7191,0.05028125
8652,0.05028125
138237,0.05028125
146696,0.05028125
82552,0.05028125
8000,0.05028125
171808,0.05028125
26526,0.05028125
45832,0.05028125
131269,0.05028125
174709,0.05028125
6187,0.05028125
187149,0.05028125
147309,0.05028125
133765,0.05028125
68609,0.05028125
43742,0.05028125
61976,0.05028125
123407,0.05028125
81042,0.05028125
26232,0.05028125
125775,0.05028125
187483,0.05028125
12091,0.05028125
148981,0.05028125
89008,0.05028125
130851,0.05028125
79186,0.05028125
54165,0.05028125
75937,0.05028125
63762,0.05028125
161004,0.05028125
165016,0.05028125
55021,0.05028125
159538,0.05028125
43062,0.05028125
49519,0.05028125
117941,0.05028125
2662,0.05028125
76835,0.05028125
11757,0.05028125
146184,0.05028125
189566,0.05028125
182407,0.05028125
175073,0.05028125
3471,0.05028125
164087,0.05028125
154377,0.05028125
70007,0.05028125
159080,0.05028125
180238,0.05028125
10682,0.05028125
146644,0.05028125
99799,0.05028125
130341,0.05028125
186255,0.05028125
34418,0.05028125
136362,0.05028125
164401,0.05028125
24848,0.05028125
77942,0.05028125
80287,0.05028125
14212,0.05028125
5270,0.05028125
182603,0.05028125
40049,0.05028125
85031,0.05028125
17509,0.05028125
164072,0.05028125
32225,0.05028125
170579,0.05028125
160924,0.05028125
140531,0.05028125
134472,0.05028125
9904,0.05028125
43729,0.05028125
100072,0.05028125
172831,0.05028125
39177,0.05028125
76358,0.05028125
17240,0.05028125
20571,0.05028125
183700,0.05028125
57826,0.05028125
30897,0.05028125
96580,0.05028125
3425,0.05028125
55000,0.05028125
97219,0.05028125
79837,0.05028125
111716,0.05028125
32998,0.05028125
6277,0.05028125
11340,0.05028125
8982,0.05028125
13537,0.05028125
52204,0.05028125
35459,0.05028125
31911,0.05028125
41905,0.05028125
96970,0.05028125
2629,0.05028125
29653,0.05028125
4238,0.05028125
87519,0.05028125
4992,0.05028125
135547,0.05028125
94602,0.05028125
146377,0.05028125
157532,0.05028125
173314,0.05028125
26722,0.05028125
79363,0.05028125
101475,0.05028125
141431,0.05028125
131407,0.05028125
49219,0.05028125
83122,0.05028125
31952,0.05028125
16387,0.05028125
112021,0.05028125
117249,0.05028125
77227,0.05028125
101549,0.05028125
56500,0.05028125
97371,0.05028125
80314,0.05028125
115441,0.05028125
117338,0.05028125
101491,0.05028125
16118,0.05028125
43209,0.05028125
155659,0.05028125
57817,0.05028125
89458,0.05028125
185647,0.05028125
132212,0.05028125
159834,0.05028125
14938,0.05028125
86158,0.05028125
172714,0.05028125
147841,0.05028125
27520,0.05028125
106056,0.05028125
30366,0.05028125
29733,0.05028125
28362,0.05028125
11856,0.05028125
195187,0.05028125
128127,0.05028125
99931,0.05028125
16018,0.05028125
90561,0.05028125
162677,0.05028125
75593,0.05028125
95256,0.05028125
111909,0.05028125
195049,0.05028125
115501,0.05028125
36344,0.05028125
158830,0.05028125
116589,0.05028125
122108,0.05028125
33347,0.05028125
150155,0.05028125
162193,0.05028125
199935,0.05028125
91471,0.05028125
166348,0.05028125
93241,0.05028125
157574,0.05028125
67946,0.05028125
192755,0.05028125
41764,0.05028125
72218,0.05028125
197187,0.05028125
72325,0.05028125
5273,0.05028125
124513,0.05028125
97848,0.05028125
22707,0.05028125
97495,0.05028125
39039,0.05028125
126298,0.05028125
185259,0.05028125
68398,0.05028125
48494,0.05028125
193741,0.05028125
50685,0.05028125
27918,0.05028125
44758,0.05028125
170628,0.05028125
56274,0.05028125
140338,0.05028125
96058,0.05028125
135252,0.05028125
79933,0.05028125
57300,0.05028125
79036,0.05028125
120958,0.05028125
31386,0.05028125
25094,0.05028125
154413,0.05028125
140628,0.05028125
86713,0.05028125
139188,0.05028125
194209,0.05028125
112639,0.05028125
132414,0.05028125
162178,0.05028125
103225,0.05028125
86362,0.05028125
147725,0.05028125
55333,0.05028125
119396,0.05028125
144152,0.05028125
65057,0.05028125
5171,0.05028125
193584,0.05028125
110682,0.05028125
155322,0.05028125
2920,0.05028125
82719,0.05028125
158100,0.05028125
29472,0.05028125
34134,0.05028125
95775,0.05028125
106326,0.05028125
40346,0.05028125
15838,0.05028125
149263,0.05028125
25793,0.05028125
194300,0.05028125
131590,0.05028125
128038,0.05028125
149609,0.05028125
43487,0.05028125
168617,0.05028125
19384,0.05028125
123712,0.05028125
46252,0.05028125
189119,0.05028125
163027,0.05028125
91342,0.05028125
155578,0.05028125
